 350.00 0.071959 0.003947
 351.00 0.072230 0.003582
 352.00 0.071845 0.003583
 353.00 0.070859 0.003857
 354.00 0.071024 0.003564
 355.00 0.071005 0.003482
 356.00 0.070792 0.003488
 357.00 0.070767 0.003350
 358.00 0.070636 0.003294
 359.00 0.070697 0.003253
 360.00 0.070946 0.003183
 361.00 0.070227 0.002931
 362.00 0.069983 0.002972
 363.00 0.070271 0.003119
 364.00 0.069658 0.003209
 365.00 0.069781 0.002982
 366.00 0.070171 0.002974
 367.00 0.069828 0.003142
 368.00 0.069771 0.003208
 369.00 0.069892 0.003082
 370.00 0.069975 0.002821
 371.00 0.069898 0.002747
 372.00 0.069545 0.002792
 373.00 0.069055 0.002983
 374.00 0.068828 0.002821
 375.00 0.068788 0.002688
 376.00 0.068968 0.002629
 377.00 0.069347 0.002576
 378.00 0.069364 0.002712
 379.00 0.069166 0.002841
 380.00 0.068919 0.002760
 381.00 0.068528 0.002681
 382.00 0.068639 0.002685
 383.00 0.069058 0.002637
 384.00 0.068779 0.002530
 385.00 0.068644 0.002557
 386.00 0.068654 0.002710
 387.00 0.068587 0.002638
 388.00 0.068504 0.002471
 389.00 0.068499 0.002398
 390.00 0.068587 0.002496
 391.00 0.068563 0.002456
 392.00 0.068567 0.002418
 393.00 0.068669 0.002399
 394.00 0.068887 0.002402
 395.00 0.069072 0.002345
 396.00 0.069140 0.002299
 397.00 0.069058 0.002328
 398.00 0.068994 0.002286
 399.00 0.069083 0.002233
 400.00 0.069333 0.002223
 401.00 0.069412 0.002247
 402.00 0.069601 0.002291
 403.00 0.069928 0.002318
 404.00 0.070121 0.002256
 405.00 0.070317 0.002209
 406.00 0.070657 0.002188
 407.00 0.071261 0.002145
 408.00 0.071728 0.002179
 409.00 0.072103 0.002224
 410.00 0.072489 0.002188
 411.00 0.072918 0.002189
 412.00 0.073260 0.002181
 413.00 0.073571 0.002163
 414.00 0.074220 0.002152
 415.00 0.074884 0.002141
 416.00 0.075469 0.002135
 417.00 0.075987 0.002158
 418.00 0.076574 0.002167
 419.00 0.077166 0.002156
 420.00 0.077696 0.002150
 421.00 0.078291 0.002154
 422.00 0.078945 0.002158
 423.00 0.079597 0.002148
 424.00 0.080056 0.002157
 425.00 0.080561 0.002189
 426.00 0.081138 0.002223
 427.00 0.081654 0.002212
 428.00 0.082072 0.002191
 429.00 0.082510 0.002180
 430.00 0.083096 0.002189
 431.00 0.083501 0.002201
 432.00 0.083905 0.002218
 433.00 0.084425 0.002231
 434.00 0.084736 0.002223
 435.00 0.085184 0.002222
 436.00 0.085772 0.002235
 437.00 0.085984 0.002234
 438.00 0.086380 0.002225
 439.00 0.086894 0.002219
 440.00 0.087175 0.002241
 441.00 0.087653 0.002243
 442.00 0.088133 0.002240
 443.00 0.088398 0.002245
 444.00 0.088895 0.002266
 445.00 0.089343 0.002265
 446.00 0.089649 0.002238
 447.00 0.090292 0.002244
 448.00 0.090702 0.002269
 449.00 0.090914 0.002287
 450.00 0.091510 0.002271
 451.00 0.091875 0.002271
 452.00 0.092125 0.002281
 453.00 0.092572 0.002281
 454.00 0.092739 0.002288
 455.00 0.092920 0.002300
 456.00 0.093315 0.002308
 457.00 0.093363 0.002296
 458.00 0.093491 0.002304
 459.00 0.093801 0.002337
 460.00 0.093810 0.002321
 461.00 0.093905 0.002319
 462.00 0.094061 0.002333
 463.00 0.094028 0.002320
 464.00 0.094177 0.002319
 465.00 0.094343 0.002331
 466.00 0.094299 0.002335
 467.00 0.094463 0.002317
 468.00 0.094560 0.002309
 469.00 0.094466 0.002326
 470.00 0.094687 0.002343
 471.00 0.094774 0.002349
 472.00 0.094689 0.002339
 473.00 0.094914 0.002338
 474.00 0.094968 0.002342
 475.00 0.094939 0.002348
 476.00 0.095153 0.002355
 477.00 0.095226 0.002360
 478.00 0.095245 0.002354
 479.00 0.095348 0.002332
 480.00 0.095365 0.002337
 481.00 0.095421 0.002340
 482.00 0.095553 0.002326
 483.00 0.095530 0.002352
 484.00 0.095621 0.002347
 485.00 0.095827 0.002316
 486.00 0.095883 0.002337
 487.00 0.096028 0.002331
 488.00 0.096243 0.002319
 489.00 0.096428 0.002351
 490.00 0.096685 0.002345
 491.00 0.097006 0.002335
 492.00 0.097351 0.002355
 493.00 0.097623 0.002372
 494.00 0.098036 0.002383
 495.00 0.098625 0.002393
 496.00 0.099019 0.002411
